beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90
0,0,0,0,1840.07,0.392,0.397,0.176,0.107,0,16665.8,0.449,0,37,1,0
0,0,1,27,2833.44,0.343,0.485,1.0,0.568,0,25051.23,0.452,0,20,15,0
1,82,1,16,9254.96,0.087,0.0,0.126,0.109,1,174274.07,0.584,0,83,57,0
0,0,0,0,1374.15,0.465,0.522,0.574,0.321,0,22119.81,0.374,0,38,17,1
1,136,0,0,2078.93,0.108,0.26,0.27,0.188,2,16356.84,0.215,0,72,26,0
1,58,0,0,5653.19,0.418,0.542,0.508,0.275,0,34272.91,0.405,20,79,70,0
1,74,0,0,3714.46,0.093,0.184,0.59,0.33,2,81681.77,0.378,0,72,33,0
1,12,0,0,1212.81,0.183,0.285,0.267,0.227,1,15210.58,0.433,62,74,58,0
0,0,1,23,2715.73,0.374,0.518,0.297,0.249,0,11862.26,0.445,14,24,6,0
0,0,1,14,3644.1,0.109,0.156,0.216,0.134,1,56215.28,0.486,0,43,40,0
1,18,0,0,2131.78,0.181,0.211,0.427,0.27,1,17080.18,0.283,0,68,25,0
0,0,0,0,1710.31,0.44,0.667,0.712,0.587,1,19267.99,0.409,87,57,23,0
0,0,1,14,1368.54,0.333,0.423,0.995,0.542,0,12912.13,0.479,0,18,1,0
1,56,0,0,3204.54,0.128,0.207,0.041,0.037,1,11861.82,0.194,0,56,14,0
0,0,1,19,7022.6,0.178,0.186,0.697,0.32,0,106928.74,0.399,6,72,50,0
0,0,0,0,2198.01,0.469,0.507,0.539,0.308,0,34440.57,0.524,0,74,32,0
0,0,1,19,4076.29,0.421,0.428,0.464,0.184,1,59411.02,0.432,79,44,25,0
0,0,0,0,1189.37,0.437,0.458,0.308,0.215,2,16147.46,0.525,0,34,14,1
1,95,0,0,1409.11,0.107,0.225,0.183,0.204,1,12189.27,0.34,32,39,16,0
0,0,1,45,1906.67,0.457,0.441,0.461,0.198,1,16828.98,0.407,0,38,1,0
0,0,1,34,3213.92,0.607,0.593,0.32,0.274,0,43512.09,0.635,15,41,27,0
0,0,1,18,2719.37,0.223,0.208,0.434,0.247,1,16035.77,0.225,0,38,1,0
0,0,1,12,1180.95,0.342,0.452,0.432,0.322,1,8281.36,0.417,0,49,31,0
0,0,1,10,2172.51,0.329,0.521,0.245,0.232,2,38289.23,0.514,0,20,2,0
0,0,0,0,1850.68,0.621,0.682,0.271,0.132,2,48417.47,0.593,26,36,19,0
0,0,0,0,2134.48,0.498,0.551,0.312,0.231,0,17046.88,0.374,0,39,8,0
0,0,1,4,2655.02,0.507,0.591,0.382,0.201,0,36879.77,0.518,0,28,11,0
0,0,0,0,2763.95,0.58,0.602,0.697,0.437,3,11482.06,0.438,91,77,53,0
0,0,1,48,1443.42,0.425,0.575,0.355,0.266,0,9897.18,0.523,0,63,50,0
0,0,1,37,6710.74,0.128,0.089,0.269,0.042,0,69312.5,0.221,0,80,49,0
0,0,1,16,975.31,0.406,0.229,0.92,0.41,4,15339.97,0.389,31,56,35,0
0,0,1,52,4681.21,0.477,0.575,0.47,0.372,0,6841.98,0.203,0,25,17,0
0,0,1,12,4909.21,0.379,0.426,0.176,0.163,1,260484.58,0.678,0,79,44,0
0,0,1,6,1607.74,0.489,0.536,0.366,0.304,1,12169.72,0.448,0,49,13,0
1,40,0,0,5901.77,0.037,0.026,0.116,0.072,1,53580.89,0.235,67,64,23,0
0,0,0,0,1691.94,0.716,0.708,0.18,0.051,0,25230.75,0.377,0,43,23,0
0,0,0,0,1668.14,0.278,0.49,0.392,0.345,1,11335.07,0.343,0,51,38,0
0,0,0,0,2793.53,0.406,0.443,0.161,0.178,1,62594.5,0.424,0,51,23,0
0,0,0,0,1930.02,0.93,1.0,0.616,0.608,2,14036.28,0.512,0,37,18,1
0,0,1,16,2052.47,0.528,0.54,0.594,0.339,0,7013.68,0.21,66,55,21,0
1,39,0,0,2000.77,0.174,0.283,0.292,0.35,1,11267.93,0.23,0,67,13,0
0,0,0,0,2001.03,0.301,0.381,0.99,0.471,0,7809.62,0.288,0,19,7,0
0,0,1,11,1936.14,0.13,0.248,0.965,0.529,1,25679.86,0.505,0,26,1,0
1,114,0,0,3050.04,0.02,0.147,0.256,0.192,0,77726.0,0.509,0,75,42,0
0,0,1,112,2191.97,0.167,0.329,0.454,0.21,1,5802.62,0.352,56,56,31,0
1,61,0,0,1897.51,0.163,0.254,0.439,0.186,0,12422.24,0.312,35,84,57,0
0,0,1,9,2094.72,0.803,0.764,0.308,0.308,1,16114.44,0.49,11,59,37,0
0,0,0,0,800.0,0.137,0.031,0.749,0.379,0,14743.0,0.661,0,62,60,0
0,0,0,0,1580.67,0.607,0.63,0.339,0.161,0,22585.44,0.597,0,79,46,0
1,116,0,0,2869.43,0.277,0.284,0.386,0.255,1,45276.56,0.662,0,62,29,0
0,0,0,0,4040.7,0.869,0.988,0.45,0.431,2,97475.04,0.733,0,40,1,0
0,0,0,0,3750.71,0.485,0.591,0.674,0.502,1,57928.65,0.443,0,53,32,0
0,0,1,8,2585.33,0.333,0.287,0.231,0.038,0,57507.72,0.523,0,34,24,0
0,0,0,0,1799.32,0.519,0.566,0.238,0.201,0,3973.15,0.382,77,40,29,0
0,0,0,0,1304.3,0.803,0.775,0.885,0.691,0,4404.35,0.345,112,64,25,0
0,0,1,64,4013.13,0.107,0.253,0.516,0.268,1,13212.23,0.326,0,28,13,0
1,22,1,13,1716.93,0.231,0.356,0.287,0.142,0,6948.07,0.312,76,63,50,0
0,0,1,17,1681.76,0.237,0.253,0.951,0.488,1,69307.21,0.677,0,57,27,0
0,0,1,52,1351.19,0.15,0.179,0.319,0.184,1,7378.55,0.338,0,38,30,0
0,0,1,17,2437.1,0.246,0.367,0.466,0.123,0,13489.73,0.305,3,21,1,0
0,0,0,0,1988.63,0.173,0.38,0.68,0.52,1,11243.9,0.451,35,65,40,0
1,23,1,3,1807.46,0.16,0.237,0.367,0.15,0,18479.65,0.5,0,74,61,0
1,77,0,0,1483.59,0.124,0.234,0.075,0.0,0,7179.85,0.37,0,67,32,0
0,0,1,38,3656.04,0.117,0.118,0.14,0.039,0,23943.64,0.365,0,46,11,0
1,31,0,0,2086.08,0.2,0.237,0.411,0.132,0,57555.54,0.43,0,62,20,0
0,0,0,0,1149.7,0.357,0.534,0.505,0.187,2,20750.21,0.42,0,46,20,0
0,0,1,7,1907.35,0.363,0.444,0.738,0.482,1,4514.8,0.256,0,42,17,0
0,0,1,32,3887.17,0.367,0.638,0.693,0.442,2,27435.43,0.316,0,40,12,0
0,0,1,21,3400.16,0.214,0.401,0.263,0.187,1,26867.37,0.349,0,32,9,0
0,0,0,0,1694.74,0.302,0.268,0.477,0.19,2,12107.59,0.252,58,83,48,0
1,42,1,8,1997.66,0.196,0.22,0.537,0.269,2,30362.95,0.487,0,63,20,0
0,0,0,0,982.41,0.599,0.643,0.703,0.402,1,33364.43,0.688,36,29,2,0
1,77,0,0,994.48,0.222,0.418,0.37,0.243,4,10160.04,0.358,44,76,61,0
0,0,0,0,1176.26,0.238,0.361,0.402,0.194,1,11501.69,0.341,0,28,5,0
0,0,0,0,2442.83,0.75,0.761,0.506,0.378,1,17577.53,0.384,92,58,45,0
0,0,1,35,1912.64,0.087,0.292,0.372,0.225,1,65532.72,0.614,3,29,10,0
1,29,0,0,1436.33,0.075,0.17,0.175,0.078,1,13368.71,0.338,0,42,1,0
1,24,0,0,1412.88,0.114,0.0,0.225,0.087,1,20140.93,0.271,20,62,39,0
1,70,0,0,1892.49,0.248,0.414,0.182,0.159,1,8451.61,0.199,0,85,28,0
1,69,0,0,3870.52,0.087,0.206,0.53,0.212,1,28256.48,0.346,0,85,41,0
0,0,0,0,1162.43,0.389,0.363,0.491,0.297,0,4688.75,0.339,4,78,56,0
0,0,0,0,1354.55,0.447,0.393,0.406,0.324,1,16988.36,0.515,22,34,14,0
0,0,1,89,1572.59,0.272,0.381,0.853,0.456,3,36165.13,0.523,33,24,1,0
0,0,1,15,4001.04,0.482,0.561,0.282,0.297,1,35489.59,0.553,0,79,57,0
0,0,0,0,1769.2,0.145,0.128,0.441,0.156,1,13769.46,0.249,0,80,26,0
0,0,1,6,1305.99,0.246,0.359,0.5,0.164,1,7769.96,0.281,0,36,3,0
0,0,0,0,1087.29,0.912,0.884,0.8,0.587,1,6766.59,0.596,64,19,1,0
1,58,0,0,2839.41,0.055,0.154,0.525,0.3,0,68674.08,0.353,0,62,29,0
0,0,1,9,4296.02,0.46,0.679,0.509,0.422,1,9516.63,0.339,0,23,1,0
0,0,1,35,2053.12,0.348,0.339,0.446,0.369,1,14069.72,0.303,0,20,7,1
0,0,0,0,2483.63,0.454,0.585,0.703,0.611,3,103522.49,0.729,0,81,29,0
0,0,1,24,3066.45,0.578,0.517,0.139,0.286,0,70794.0,0.608,14,51,23,0
0,0,0,0,4458.96,0.177,0.317,0.722,0.37,3,81757.1,0.553,21,25,15,0
0,0,1,20,1593.04,0.568,0.675,0.442,0.368,3,22743.3,0.53,0,62,9,0
0,0,0,0,4272.23,0.828,0.942,0.257,0.181,1,24665.1,0.57,0,43,6,0
0,0,1,40,4033.98,0.309,0.482,0.66,0.441,0,45269.05,0.387,0,54,38,1
0,0,1,8,1657.74,0.218,0.292,0.646,0.299,0,6607.55,0.475,0,79,29,0
0,0,1,20,3527.71,0.329,0.415,0.243,0.048,1,58151.17,0.574,58,34,8,1
1,50,0,0,1620.42,0.104,0.258,0.665,0.431,2,25754.96,0.338,0,61,17,1
1,62,0,0,2616.68,0.093,0.273,0.313,0.069,1,23645.63,0.299,0,74,57,0
0,0,0,0,2398.86,0.436,0.5,0.344,0.098,1,21371.11,0.395,46,46,20,0
1,83,0,0,1737.19,0.175,0.331,0.128,0.168,0,5721.68,0.284,0,83,70,0
0,0,1,34,6658.27,0.511,0.592,0.656,0.396,0,58883.02,0.539,91,48,20,0
0,0,1,14,2548.43,0.233,0.193,0.194,0.05,1,5871.05,0.19,0,49,40,0
1,63,0,0,2399.92,0.178,0.353,0.569,0.373,2,19094.37,0.317,0,78,74,0
0,0,0,0,2667.85,0.573,0.575,0.395,0.373,2,20481.88,0.381,0,61,24,1
1,83,0,0,3344.57,0.169,0.137,0.411,0.084,0,23949.76,0.279,64,77,41,0
0,0,1,3,3938.54,0.504,0.606,0.427,0.237,2,12503.38,0.381,6,71,59,0
0,0,1,7,3611.12,0.397,0.286,0.2,0.094,0,87072.77,0.416,43,66,12,0
0,0,1,17,7216.28,0.758,0.849,1.0,0.778,1,122577.93,0.786,93,34,25,1
0,0,1,20,2888.35,0.075,0.0,0.292,0.155,0,21527.6,0.357,0,45,4,0
0,0,1,14,2822.12,0.392,0.489,0.25,0.22,1,53534.35,0.567,0,76,61,0
0,0,0,0,3439.26,0.28,0.343,0.78,0.38,0,25835.03,0.298,28,59,22,1
0,0,0,0,1815.99,0.396,0.392,0.466,0.147,2,29980.3,0.45,40,37,22,0
0,0,0,0,1035.59,0.784,0.757,0.259,0.157,1,4892.53,0.444,0,40,21,0
0,0,0,0,1427.05,0.332,0.309,0.278,0.145,0,11411.62,0.299,0,70,34,0
0,0,1,43,2198.07,0.382,0.463,0.677,0.444,2,23667.96,0.607,68,30,1,0
0,0,1,12,5794.51,0.099,0.158,0.593,0.266,1,288823.15,0.519,0,25,9,0
1,105,0,0,1620.07,0.154,0.241,0.109,0.082,1,15245.48,0.272,0,70,23,0
0,0,1,14,1447.87,0.426,0.481,0.722,0.494,3,4188.38,0.135,0,37,14,0
0,0,1,17,3892.75,0.356,0.431,0.417,0.364,1,91378.56,0.51,0,70,24,1
0,0,0,0,4838.85,0.641,0.619,0.239,0.237,0,16688.82,0.468,8,54,29,0
1,61,0,0,1182.68,0.317,0.358,0.172,0.114,1,19116.6,0.498,84,85,60,1
0,0,1,46,7626.1,0.273,0.343,0.373,0.331,2,78351.08,0.382,0,53,8,0
0,0,1,33,1759.35,0.392,0.481,0.375,0.215,4,11066.89,0.48,30,76,49,0
0,0,1,17,1067.78,0.189,0.335,0.165,0.177,0,15081.6,0.631,0,75,30,0
0,0,0,0,883.72,0.586,0.599,0.668,0.402,2,17076.76,0.554,0,32,1,0
0,0,0,0,1861.82,0.435,0.405,0.2,0.183,1,19016.78,0.416,39,85,30,0
0,0,1,13,2091.32,0.33,0.5,0.473,0.179,1,40357.13,0.355,0,68,21,0
0,0,0,0,1731.86,0.329,0.435,0.637,0.329,3,37533.91,0.51,0,25,7,0
0,0,0,0,1388.23,0.252,0.186,0.816,0.347,2,8755.75,0.297,36,18,7,0
0,0,1,73,1472.5,0.585,0.582,0.506,0.282,4,17357.91,0.426,45,36,30,0
1,24,0,0,3046.69,0.24,0.454,0.992,0.447,0,10655.57,0.284,0,19,8,0
0,0,1,5,1976.6,0.273,0.503,0.27,0.145,1,5875.2,0.336,0,42,8,0
1,92,0,0,4024.56,0.201,0.235,0.563,0.223,2,84878.17,0.407,0,85,51,0
0,0,0,0,2502.37,0.476,0.473,0.451,0.332,5,34766.08,0.506,16,50,9,0
0,0,1,32,2336.2,0.534,0.653,0.796,0.507,2,10106.64,0.327,0,19,1,0
0,0,0,0,1401.93,0.683,0.607,0.536,0.4,2,8679.88,0.266,0,51,44,1
0,0,1,27,995.69,0.283,0.354,0.371,0.319,0,40605.44,0.667,51,32,12,1
1,15,0,0,3290.18,0.238,0.294,0.286,0.255,1,13295.22,0.311,61,76,62,0
0,0,1,20,2795.44,0.202,0.299,0.287,0.23,1,17661.22,0.269,0,24,1,0
0,0,0,0,2267.48,0.314,0.317,0.043,0.142,2,38158.79,0.241,0,70,46,1
0,0,1,29,1785.45,0.268,0.305,0.665,0.269,1,7494.93,0.311,0,48,32,1
0,0,1,3,2572.2,0.626,0.629,0.334,0.272,0,29143.31,0.634,0,19,1,0
1,108,0,0,1287.81,0.249,0.217,0.232,0.085,0,29593.79,0.447,0,63,22,0
0,0,1,20,1557.54,0.189,0.327,0.7,0.272,1,3404.74,0.335,0,48,28,0
1,96,0,0,4406.72,0.104,0.167,0.378,0.192,3,219919.07,0.567,85,70,51,0
1,31,0,0,1973.22,0.307,0.353,0.162,0.116,0,28821.77,0.401,0,60,28,1
1,70,0,0,2178.66,0.237,0.38,0.476,0.202,3,18100.41,0.271,14,71,46,0
1,100,0,0,1147.79,0.061,0.03,0.141,0.024,0,6859.94,0.163,23,49,29,0
0,0,1,13,1601.57,0.472,0.642,0.374,0.382,1,4349.82,0.381,0,18,1,0
0,0,0,0,1041.19,0.709,0.673,0.725,0.518,1,4571.13,0.308,21,26,25,0
0,0,1,27,2393.93,0.353,0.469,0.459,0.171,0,9282.12,0.456,0,49,1,0
0,0,1,3,1885.26,0.499,0.572,0.23,0.236,0,22993.41,0.49,0,45,24,0
0,0,1,67,2347.83,0.192,0.401,0.397,0.209,0,9399.31,0.367,16,72,7,0
0,0,0,0,2324.48,0.287,0.387,0.578,0.191,1,20521.96,0.315,0,45,12,0
1,6,0,0,4383.22,0.312,0.446,0.252,0.063,0,39569.68,0.264,0,76,62,0
1,36,0,0,2918.93,0.266,0.152,0.672,0.249,0,21885.31,0.267,0,30,2,0
0,0,0,0,1090.35,0.779,0.803,0.137,0.019,0,10709.92,0.5,0,44,1,0
0,0,0,0,959.58,0.195,0.246,0.214,0.176,0,4291.34,0.43,0,69,46,0
0,0,0,0,1108.73,0.227,0.225,0.39,0.203,2,9292.19,0.472,0,26,3,0
0,0,0,0,1937.95,0.515,0.469,0.552,0.473,2,50438.31,0.517,72,39,18,1
0,0,1,11,4151.01,0.709,0.597,0.395,0.18,0,92008.68,0.577,26,69,44,1
1,20,1,25,5369.85,0.076,0.147,0.321,0.23,0,27334.36,0.309,0,58,40,0
0,0,0,0,4884.16,0.18,0.162,0.288,0.208,0,31323.52,0.244,0,70,45,0
0,0,0,0,1713.13,0.333,0.468,0.073,0.089,1,21341.2,0.421,0,53,36,0
0,0,0,0,1393.66,0.696,0.785,0.663,0.529,1,4050.63,0.529,0,76,22,0
0,0,0,0,1752.85,0.615,0.761,0.515,0.325,0,7435.95,0.381,0,77,29,0
1,88,0,0,975.34,0.22,0.226,0.697,0.368,2,12986.8,0.406,0,84,26,0
0,0,1,22,2542.43,0.666,0.552,0.354,0.092,0,40939.34,0.517,67,26,1,1
0,0,1,13,2151.43,0.44,0.466,0.371,0.332,2,16536.6,0.618,0,58,36,0
0,0,1,70,1553.67,0.65,0.643,0.53,0.31,0,34228.29,0.549,0,25,34,0
1,42,0,0,4336.15,0.132,0.2,0.331,0.141,4,24235.78,0.264,0,33,15,1
0,0,1,62,1942.42,0.218,0.33,0.492,0.327,1,34896.16,0.4,12,38,20,0
1,53,0,0,1845.45,0.021,0.038,0.132,0.156,1,19444.61,0.419,0,61,53,0
0,0,0,0,855.19,0.206,0.363,0.736,0.477,2,4217.67,0.401,131,47,14,0
0,0,1,7,2755.6,0.668,0.618,0.174,0.076,2,5251.67,0.295,125,76,54,0
0,0,1,60,7067.67,0.288,0.265,0.581,0.253,1,35913.45,0.296,0,38,22,0
0,0,0,0,1990.18,0.564,0.55,0.625,0.391,2,14637.62,0.468,69,59,52,0
1,32,0,0,3956.92,0.146,0.236,0.378,0.048,0,30335.77,0.279,0,69,31,0
1,29,0,0,1704.15,0.025,0.261,0.492,0.302,0,42374.44,0.382,0,84,64,0
0,0,1,63,3807.37,0.35,0.546,0.608,0.407,2,39890.75,0.387,0,34,31,0
1,102,1,21,2309.79,0.02,0.114,0.136,0.095,1,69636.6,0.57,0,67,28,0
0,0,1,54,1668.38,0.356,0.36,0.343,0.081,1,28817.93,0.352,0,23,5,0
0,0,1,29,3408.27,0.449,0.525,0.407,0.218,0,20743.03,0.256,0,54,29,0
0,0,1,32,5447.47,0.444,0.47,0.071,0.161,1,87610.44,0.42,0,46,17,0
0,0,1,8,1688.11,0.255,0.217,0.038,0.094,0,8989.25,0.367,0,83,37,0
0,0,1,11,2978.39,0.2,0.312,0.485,0.184,2,14027.79,0.295,0,70,46,0
1,43,0,0,908.58,0.114,0.129,0.287,0.118,2,22931.17,0.621,7,81,40,0
1,44,0,0,1390.37,0.184,0.319,0.564,0.266,0,5408.74,0.298,0,75,51,0
0,0,0,0,6292.9,0.67,0.562,0.634,0.324,4,60703.02,0.256,46,45,32,0
0,0,1,31,2207.95,0.587,0.529,0.398,0.28,1,7872.94,0.365,60,67,17,0
0,0,1,22,1895.82,0.268,0.302,0.51,0.352,1,4197.26,0.229,0,20,1,0
0,0,0,0,2439.62,0.827,0.847,0.321,0.186,2,19868.42,0.589,0,55,33,0
0,0,1,4,1533.29,0.346,0.426,0.41,0.255,1,19193.41,0.467,36,21,1,0
0,0,0,0,2425.39,0.276,0.395,0.609,0.331,0,12776.93,0.369,0,67,37,0
0,0,0,0,2438.08,0.32,0.425,0.452,0.131,0,12550.58,0.36,0,83,61,0
0,0,1,24,2175.91,0.268,0.341,0.045,0.121,2,35865.91,0.482,26,64,34,0
0,0,1,3,5136.67,0.277,0.31,0.474,0.151,1,28651.57,0.406,0,75,29,0
0,0,1,38,1294.4,0.198,0.233,0.275,0.168,1,6525.02,0.326,5,33,15,0
0,0,1,29,2321.47,0.484,0.499,0.402,0.263,1,52648.9,0.631,0,85,36,1
0,0,0,0,3406.91,0.791,0.804,0.303,0.183,3,27394.87,0.509,34,55,13,0
1,22,0,0,3454.91,0.385,0.453,0.275,0.072,0,15465.19,0.261,0,63,33,0
0,0,0,0,1445.28,0.572,0.624,0.493,0.288,1,26934.46,0.718,0,70,39,0
1,36,0,0,1693.08,0.028,0.223,0.253,0.186,1,10745.28,0.355,0,61,48,0
0,0,0,0,2018.6,0.305,0.386,0.165,0.192,0,6920.85,0.324,0,39,24,0
0,0,0,0,800.0,0.574,0.703,0.668,0.623,1,35102.67,0.84,10,59,47,1
0,0,1,66,2800.52,0.272,0.334,0.567,0.331,2,34641.91,0.347,0,62,31,0
0,0,0,0,2065.89,0.38,0.613,0.435,0.271,1,19082.61,0.541,0,76,32,0
0,0,0,0,1250.48,0.719,0.736,0.211,0.099,1,7597.42,0.588,31,50,22,0
0,0,1,10,2551.79,0.324,0.502,0.212,0.013,1,112789.08,0.651,0,52,30,0
0,0,1,9,2567.82,0.51,0.603,0.245,0.154,2,38627.8,0.56,0,52,14,0
0,0,1,28,1357.03,0.245,0.271,0.581,0.172,1,13296.62,0.35,0,25,5,0
1,39,1,30,3486.59,0.131,0.149,0.369,0.231,0,19088.94,0.416,0,24,1,0
0,0,1,3,1299.79,0.535,0.558,0.417,0.362,1,7375.3,0.445,47,19,9,1
0,0,0,0,1315.22,0.64,0.657,0.283,0.228,1,10151.83,0.572,40,63,37,0
0,0,0,0,1408.84,0.747,0.626,0.58,0.413,1,21622.44,0.493,23,46,31,0
0,0,1,27,5749.13,0.103,0.229,0.266,0.098,1,46670.09,0.453,40,76,29,0
0,0,0,0,2728.42,0.536,0.554,0.257,0.269,0,11981.65,0.296,5,65,39,0
0,0,1,24,5348.99,0.243,0.309,0.474,0.256,2,17953.26,0.248,31,27,13,0
0,0,0,0,1351.63,0.471,0.445,0.634,0.325,2,9014.37,0.387,22,24,1,0
0,0,1,24,2233.76,0.17,0.314,0.19,0.155,1,17903.51,0.338,0,42,1,0
1,41,0,0,2659.88,0.132,0.249,0.555,0.396,0,42530.37,0.604,0,80,32,1
0,0,1,18,2686.85,0.531,0.609,0.599,0.435,2,59159.78,0.525,0,21,7,0
0,0,1,50,4747.72,0.302,0.296,0.636,0.382,0,43925.22,0.425,14,30,16,0
0,0,1,16,3546.65,0.386,0.402,0.515,0.272,2,25978.1,0.36,0,20,1,0
0,0,1,21,3983.91,0.36,0.487,0.165,0.094,1,21381.64,0.442,0,46,44,0
0,0,1,61,2424.01,0.319,0.352,0.549,0.323,1,45759.72,0.452,0,85,27,0
1,31,1,9,4794.04,0.133,0.174,0.194,0.107,0,128983.21,0.395,0,64,57,0
0,0,1,27,2201.04,0.651,0.618,0.322,0.182,2,11586.36,0.445,3,51,1,0
0,0,1,18,8093.54,0.409,0.443,0.471,0.256,0,62075.4,0.386,0,27,1,0
0,0,1,31,2395.22,0.504,0.623,0.623,0.331,1,15404.37,0.367,66,42,19,0
0,0,0,0,1937.03,0.464,0.664,0.344,0.292,0,13255.25,0.26,4,53,55,0
0,0,1,6,3711.55,0.157,0.2,0.065,0.0,0,47412.5,0.375,0,36,27,0
1,28,1,8,10548.06,0.319,0.5,0.572,0.311,1,83273.78,0.444,0,65,45,0
0,0,0,0,3029.75,0.831,0.908,0.472,0.435,1,81448.09,0.716,65,84,19,1
0,0,1,26,1847.99,0.383,0.437,0.424,0.277,2,29462.0,0.591,0,32,24,0
1,111,1,20,5561.06,0.145,0.311,0.456,0.242,2,73834.28,0.413,60,35,5,0
0,0,1,68,1294.88,0.142,0.262,0.368,0.191,2,4544.25,0.218,0,26,19,0
0,0,0,0,1407.21,0.531,0.557,0.234,0.163,1,6083.93,0.302,0,67,64,0
0,0,0,0,1248.76,0.444,0.348,0.507,0.323,2,28999.5,0.464,0,49,25,0
0,0,1,29,2270.32,0.582,0.747,0.577,0.326,1,71458.66,0.767,0,37,7,0
0,0,1,56,4033.88,0.115,0.051,0.527,0.221,0,5942.73,0.264,10,32,3,0
0,0,1,43,4709.14,0.446,0.595,0.713,0.578,0,19195.55,0.29,0,22,8,0
0,0,0,0,3298.9,0.26,0.36,0.29,0.21,0,34068.68,0.374,0,50,15,0
1,35,0,0,1839.67,0.326,0.515,0.663,0.492,1,11742.18,0.389,10,64,65,0
0,0,1,21,1281.04,0.341,0.408,0.445,0.168,3,8413.85,0.389,24,33,19,0
0,0,1,105,3509.78,0.197,0.271,0.676,0.238,1,103695.67,0.508,0,18,5,1
0,0,1,42,3091.42,0.58,0.614,0.279,0.224,1,31758.17,0.418,13,50,42,0
1,31,0,0,984.39,0.051,0.11,0.623,0.223,2,8174.19,0.45,0,63,15,0
0,0,0,0,1519.99,0.194,0.317,0.641,0.35,1,12671.02,0.283,45,41,22,0
0,0,1,4,1564.62,0.437,0.389,0.383,0.271,0,31166.95,0.398,0,35,1,0
0,0,0,0,800.0,0.587,0.474,0.477,0.154,0,7724.57,0.476,38,28,20,0
1,136,0,0,2526.6,0.024,0.101,0.306,0.119,1,18084.38,0.174,0,68,43,0
0,0,1,27,2036.38,0.179,0.4,0.599,0.448,0,17023.63,0.474,0,76,43,0
0,0,0,0,1339.01,0.327,0.571,0.185,0.117,3,8920.75,0.384,0,70,38,0
0,0,0,0,1872.45,0.628,0.739,0.18,0.283,1,10982.36,0.377,10,53,26,0
1,8,0,0,866.46,0.205,0.348,0.615,0.375,1,4940.77,0.249,0,67,60,0
0,0,1,46,1623.15,0.375,0.422,0.326,0.19,1,2116.05,0.216,0,44,15,0
1,59,0,0,2626.71,0.221,0.348,0.498,0.255,2,26282.86,0.486,0,19,1,0
0,0,0,0,2348.64,0.559,0.593,0.422,0.288,0,7415.09,0.351,33,42,21,0
1,70,0,0,4482.45,0.108,0.245,0.628,0.32,2,23911.71,0.217,0,65,37,0
1,33,0,0,2589.31,0.233,0.332,0.193,0.114,1,16480.94,0.294,83,62,7,0
0,0,1,16,3382.87,0.372,0.512,0.715,0.477,0,171819.42,0.635,41,85,55,0
1,36,0,0,2449.17,0.206,0.272,0.397,0.075,1,17168.08,0.331,0,85,51,0
0,0,1,38,4226.23,0.299,0.306,0.427,0.111,1,51808.54,0.401,45,34,16,0
0,0,1,45,1598.92,0.286,0.695,0.854,0.652,1,13694.44,0.581,59,18,2,0
0,0,1,49,1977.56,0.354,0.391,0.442,0.216,1,22131.23,0.511,11,36,26,0
0,0,0,0,1715.88,0.429,0.533,0.122,0.188,0,72237.48,0.653,0,77,45,0
1,132,0,0,2328.71,0.156,0.099,0.208,0.235,0,24384.5,0.26,0,73,66,0
0,0,0,0,992.95,0.483,0.579,0.588,0.415,1,9086.94,0.644,36,24,17,0
0,0,1,37,1287.88,0.429,0.499,0.28,0.267,0,18197.14,0.549,0,28,1,0
0,0,0,0,1160.2,0.867,0.761,0.74,0.406,2,13481.51,0.47,0,56,12,0
1,82,0,0,1640.87,0.04,0.129,0.189,0.0,0,9403.17,0.19,0,62,41,0
0,0,1,13,3002.28,0.093,0.255,0.305,0.172,1,87906.86,0.451,42,84,73,1
1,106,0,0,863.85,0.122,0.203,0.338,0.029,3,4807.45,0.365,34,69,27,0
0,0,1,119,8345.89,0.628,0.72,0.514,0.309,0,143435.26,0.607,0,32,4,1
0,0,0,0,1179.53,0.396,0.534,0.885,0.577,2,8691.6,0.275,0,20,10,0
1,29,0,0,1068.09,0.12,0.303,0.255,0.114,0,32561.46,0.573,0,61,38,0
0,0,1,6,1332.7,0.238,0.354,0.228,0.061,0,10447.31,0.48,0,55,33,0
0,0,0,0,1678.59,0.77,0.676,0.26,0.274,1,11997.24,0.491,65,80,43,1
0,0,1,9,1620.39,0.461,0.453,0.433,0.142,0,18728.35,0.423,55,57,44,0
0,0,0,0,1640.05,0.497,0.572,0.602,0.282,0,20674.82,0.562,0,52,48,0
1,65,0,0,1920.99,0.322,0.471,0.636,0.415,1,13212.75,0.327,11,38,11,0
0,0,0,0,1887.7,0.34,0.331,0.823,0.39,2,32339.45,0.486,23,23,13,0
1,44,0,0,2203.5,0.326,0.303,0.443,0.261,0,18412.3,0.406,32,77,18,0
1,49,1,19,4025.29,0.288,0.428,0.499,0.158,0,11987.0,0.295,0,74,57,0
0,0,1,4,5641.84,0.233,0.284,0.602,0.223,1,26200.72,0.302,28,29,6,1
