beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90,segmento,pd_true
1,182,0,0,3056.99,0.0809,0.0984,0.3873,0.0438,0,6264.55,0.0699,15,83,268.0,0,INSS,0.0272
0,0,1,96,6661.49,0.076,0.0061,0.1768,0.0402,0,4302.86,0.0236,0,29,67.0,0,Servidor,0.0165
1,138,0,0,3290.93,0.0348,0.0858,0.2018,0.0,0,6958.96,0.0702,12,61,423.0,0,INSS,0.0186
0,0,1,9,8157.07,0.1191,0.0,0.2278,0.2273,0,3127.03,0.0893,7,40,119.0,0,CLT,0.0607
0,0,1,48,8516.12,0.1572,0.0947,0.2402,0.0275,0,2744.35,0.0456,6,30,123.0,0,Servidor,0.0233
0,0,1,18,5703.91,0.1206,0.5391,0.7469,0.4932,1,8011.46,0.1136,83,53,339.0,0,CLT,0.45
1,213,0,0,1639.81,0.0837,0.0196,0.1822,0.0,1,494.25,0.0143,0,68,441.0,0,INSS,0.0149
1,269,0,0,2332.28,0.0667,0.0509,0.4,0.1423,0,451.83,0.0064,13,79,161.0,0,INSS,0.0235
0,0,0,0,7802.68,0.3367,0.1842,0.3936,0.2612,2,4321.01,0.0177,27,46,264.0,1,CLT,0.2989
0,0,0,0,3873.05,0.3339,0.0,0.614,0.2143,1,13329.62,0.1253,2,37,181.0,0,Informal,0.3944
1,85,0,0,2964.45,0.0962,0.0979,0.4217,0.0806,0,12857.69,0.1505,17,67,448.0,0,INSS,0.038
1,266,0,0,2630.51,0.1389,0.0134,0.3422,0.0272,0,6224.77,0.1091,0,79,464.0,0,INSS,0.0138
0,0,1,7,1500.0,0.062,0.2144,0.4179,0.226,0,2884.06,0.2322,22,23,45.0,0,CLT,0.2394
0,0,1,2,1677.17,0.0643,0.2116,0.5984,0.1844,0,5531.14,0.1738,24,59,200.0,0,CLT,0.2063
0,0,0,0,5229.15,0.2221,0.25,0.6308,0.2613,0,2264.54,0.0158,36,41,201.0,0,CLT,0.3168
1,180,0,0,1630.13,0.1529,0.0,0.3377,0.0134,0,4849.54,0.1076,2,68,308.0,0,INSS,0.0218
1,119,0,0,1945.69,0.0915,0.1369,0.4651,0.1491,0,4841.01,0.1338,18,67,238.0,0,INSS,0.0524
0,0,1,36,3273.02,0.219,0.0874,0.4203,0.3303,1,3847.78,0.0656,24,45,227.0,0,CLT,0.193
0,0,1,18,2509.58,0.319,0.0737,0.5104,0.3216,0,2521.16,0.0609,18,33,92.0,0,CLT,0.219
0,0,1,10,4715.75,0.13,0.1502,0.4107,0.1933,0,12859.06,0.1283,30,54,346.0,1,CLT,0.142
1,112,0,0,3092.53,0.0773,0.0,0.1585,0.0378,0,0.0,0.0,0,71,458.0,0,INSS,0.0117
0,0,0,0,4850.84,0.1702,0.2088,0.5947,0.2488,1,4551.13,0.0436,22,25,72.0,0,CLT,0.3458
0,0,0,0,2863.8,0.2621,0.2931,0.392,0.4816,0,9927.89,0.1375,48,50,286.0,1,Informal,0.45
0,0,1,103,3361.14,0.0709,0.1576,0.4259,0.3317,0,2587.57,0.046,34,38,157.0,0,CLT,0.1528
1,265,0,0,1503.92,0.0427,0.0815,0.288,0.1593,0,5290.52,0.1158,6,72,368.0,0,INSS,0.0205
0,0,1,1,4708.8,0.2107,0.0,0.3779,0.0824,0,10959.2,0.0665,5,51,179.0,0,CLT,0.0861
1,82,0,0,3817.84,0.0204,0.0757,0.1092,0.0652,0,9507.53,0.1686,22,63,302.0,0,INSS,0.0281
1,220,0,0,2070.35,0.1007,0.0791,0.2992,0.1971,0,4540.27,0.067,11,84,480.0,0,INSS,0.0209
0,0,1,156,3500.0,0.1189,0.0726,0.1168,0.0604,0,5779.41,0.0624,4,37,144.0,0,Servidor,0.0215
0,0,0,0,4125.81,0.2743,0.1308,0.473,0.1496,0,9681.62,0.0929,23,49,182.0,1,Informal,0.3674
1,144,0,0,3577.85,0.1288,0.0566,0.2982,0.2233,2,9478.3,0.135,19,81,453.0,0,INSS,0.0479
0,0,1,1,4064.52,0.1747,0.0,0.1663,0.0,0,6692.63,0.1238,0,41,194.0,0,CLT,0.0615
0,0,1,44,6493.41,0.2634,0.3234,0.6683,0.3792,2,16864.35,0.1565,55,59,214.0,0,CLT,0.45
1,127,0,0,2330.9,0.045,0.1364,0.4178,0.3123,0,3578.27,0.0538,22,70,467.0,0,INSS,0.0392
0,0,0,0,2666.62,0.3712,0.4724,0.5374,0.4763,0,5291.0,0.2066,73,43,209.0,1,Informal,0.45
1,211,0,0,2629.04,0.2128,0.0785,0.3231,0.1419,0,7633.39,0.1404,11,82,328.0,0,INSS,0.0314
0,0,1,63,1894.12,0.1105,0.3192,0.6634,0.4162,1,1077.72,0.0182,50,59,305.0,0,CLT,0.3559
0,0,0,0,2600.95,0.3598,0.2821,0.7633,0.4269,1,0.0,0.0,44,46,233.0,0,Informal,0.45
0,0,1,184,10021.53,0.0474,0.0382,0.2959,0.0964,0,14974.17,0.052,3,25,43.0,0,Servidor,0.0162
1,250,0,0,1533.67,0.149,0.073,0.3708,0.1717,0,509.56,0.0179,20,63,294.0,0,INSS,0.0316
1,200,0,0,1996.58,0.0,0.1225,0.3325,0.1299,1,4402.73,0.062,13,64,340.0,0,INSS,0.0326
0,0,1,56,4595.05,0.302,0.1815,0.5835,0.4498,0,19830.48,0.1419,34,45,98.0,0,CLT,0.3528
0,0,1,47,5851.59,0.0871,0.2252,0.1598,0.183,0,2326.2,0.018,30,24,19.0,0,CLT,0.1315
1,142,0,0,2862.96,0.0472,0.1479,0.2434,0.163,1,0.0,0.0,16,81,194.0,0,INSS,0.0379
0,0,1,40,4441.9,0.2576,0.1648,0.5802,0.2309,0,14098.31,0.1667,38,59,234.0,1,CLT,0.2447
1,143,0,0,2449.49,0.0569,0.0,0.1872,0.1073,0,0.0,0.0,5,80,467.0,0,INSS,0.0127
0,0,1,45,7912.98,0.0213,0.0754,0.2744,0.1087,1,11890.08,0.0444,5,64,300.0,0,Servidor,0.022
0,0,0,0,3938.28,0.3204,0.2261,0.5739,0.3315,0,1234.16,0.0175,34,50,339.0,0,Informal,0.45
0,0,0,0,4136.26,0.279,0.0,0.3614,0.1731,0,11126.4,0.0928,7,22,15.0,0,Informal,0.3098
0,0,0,0,1973.79,0.3898,0.3432,0.7672,0.4419,0,3236.83,0.1781,49,21,28.0,0,CLT,0.45
0,0,0,0,3265.49,0.7256,0.2328,0.8433,0.3291,0,651.61,0.0073,35,24,44.0,1,Informal,0.45
0,0,1,56,3594.07,0.1436,0.2877,0.472,0.3229,0,0.0,0.0,45,42,111.0,1,CLT,0.2561
0,0,0,0,4208.09,0.3217,0.4101,0.8133,0.371,0,1716.21,0.0243,64,27,87.0,1,Informal,0.45
0,0,1,79,4643.02,0.2027,0.087,0.0929,0.2499,1,10675.51,0.0908,12,25,28.0,0,CLT,0.1406
1,114,0,0,1523.83,0.0889,0.0595,0.1954,0.0753,0,1971.39,0.0464,4,75,480.0,0,INSS,0.0178
0,0,1,79,5201.82,0.0995,0.0,0.1472,0.1276,1,5852.26,0.0515,0,23,35.0,0,CLT,0.0708
0,0,1,72,4111.58,0.1998,0.0281,0.3087,0.0,0,11896.25,0.1142,0,28,38.0,0,CLT,0.086
0,0,0,0,6283.04,0.0903,0.3728,0.3999,0.3136,0,9695.6,0.1251,52,57,257.0,1,CLT,0.3432
0,0,1,96,5482.56,0.251,0.2624,0.5298,0.3873,1,9904.65,0.0901,36,42,179.0,1,CLT,0.3079
0,0,1,55,4419.82,0.0988,0.2373,0.4117,0.1697,0,13756.94,0.1036,35,43,117.0,0,CLT,0.1987
0,0,1,75,2793.38,0.0383,0.2366,0.3392,0.0672,0,5577.55,0.2486,24,54,255.0,0,CLT,0.1233
0,0,1,39,4820.13,0.0327,0.3283,0.5111,0.2655,0,8373.33,0.0572,47,51,313.0,0,CLT,0.2123
0,0,1,11,5025.43,0.3243,0.1974,0.5355,0.2422,0,4315.19,0.0985,28,52,350.0,0,CLT,0.1938
0,0,1,55,1715.06,0.1731,0.3562,0.7773,0.5862,0,3179.54,0.0882,57,26,33.0,0,CLT,0.45
0,0,0,0,5203.33,0.1651,0.1244,0.3554,0.2912,0,9249.27,0.0598,32,21,20.0,0,CLT,0.2752
1,156,0,0,3517.25,0.0518,0.171,0.2745,0.1044,1,100.04,0.0014,7,72,405.0,0,INSS,0.0255
0,0,1,59,1521.67,0.1963,0.203,0.6257,0.2086,0,2674.12,0.0791,22,55,390.0,0,CLT,0.1678
0,0,0,0,6385.16,0.2046,0.0278,0.1842,0.1543,0,422.34,0.0021,0,38,144.0,0,CLT,0.0834
0,0,1,9,6493.62,0.2023,0.2394,0.5919,0.2903,0,5002.14,0.0501,34,52,233.0,0,CLT,0.2073
1,159,0,0,2390.46,0.1787,0.0,0.124,0.0654,0,6691.62,0.0905,0,82,168.0,0,INSS,0.0212
1,167,0,0,2652.85,0.1036,0.0047,0.2854,0.0386,0,521.3,0.0172,4,72,236.0,0,INSS,0.0181
1,157,0,0,2483.41,0.0161,0.0709,0.1889,0.1214,0,0.0,0.0,11,69,313.0,0,INSS,0.0187
0,0,0,0,4740.52,0.4235,0.0576,0.5166,0.2024,0,16848.95,0.1503,18,25,74.0,0,CLT,0.3322
0,0,0,0,5246.1,0.2144,0.1535,0.3038,0.2139,2,14829.77,0.101,23,51,139.0,0,CLT,0.3224
0,0,1,17,10878.71,0.0902,0.0422,0.2014,0.0657,0,24327.97,0.0803,4,31,117.0,0,Servidor,0.0234
0,0,0,0,2224.5,0.305,0.0757,0.1214,0.1709,0,7573.61,0.3895,11,30,97.0,0,Informal,0.3694
1,180,0,0,1899.98,0.1268,0.0464,0.2803,0.0957,0,2913.29,0.0608,4,74,160.0,0,INSS,0.0261
0,0,0,0,5088.1,0.0558,0.444,0.6894,0.4386,0,5565.51,0.0571,69,50,318.0,1,CLT,0.45
0,0,1,41,4731.93,0.2632,0.4708,0.8653,0.5498,1,2640.61,0.0672,71,30,67.0,0,CLT,0.45
0,0,1,65,2765.32,0.1614,0.0,0.2301,0.0197,0,9549.06,0.1507,0,41,235.0,0,CLT,0.0628
0,0,0,0,2788.73,0.5194,0.2479,0.5576,0.343,0,5608.21,0.0647,29,57,367.0,0,Informal,0.45
1,159,0,0,2324.98,0.0692,0.1886,0.4176,0.0696,1,1092.07,0.0164,30,71,210.0,0,INSS,0.0585
0,0,0,0,1411.4,0.2207,0.6722,0.9279,0.7282,0,2129.86,0.0913,100,25,53.0,0,Informal,0.45
0,0,1,80,8851.79,0.1955,0.0,0.4144,0.1238,0,5736.0,0.0162,1,42,67.0,0,CLT,0.0548
1,188,0,0,1729.48,0.1664,0.0074,0.3568,0.0481,0,0.0,0.0,0,67,307.0,0,INSS,0.0193
0,0,1,75,4270.77,0.2548,0.0099,0.3401,0.3006,0,11735.24,0.0721,13,55,318.0,0,CLT,0.0943
0,0,1,33,1500.0,0.2172,0.1355,0.4378,0.1185,1,117.11,0.0047,17,23,42.0,0,CLT,0.2132
0,0,1,59,3118.93,0.254,0.1004,0.3812,0.1706,0,857.51,0.0101,15,45,262.0,0,CLT,0.1065
0,0,1,32,5060.86,0.1873,0.0075,0.2591,0.0186,0,11705.28,0.1407,6,24,45.0,0,CLT,0.0903
1,194,0,0,2735.8,0.168,0.0,0.2543,0.0166,0,3511.42,0.0624,0,80,480.0,0,INSS,0.0132
0,0,1,153,4827.87,0.1733,0.0385,0.2489,0.1016,1,13574.93,0.0886,10,33,142.0,0,Servidor,0.038
0,0,0,0,4539.65,0.156,0.2935,0.4254,0.368,0,0.0,0.0,43,25,71.0,1,Informal,0.45
1,217,0,0,3527.43,0.1673,0.0,0.2713,0.0306,0,4765.28,0.0388,0,63,224.0,0,INSS,0.0176
0,0,1,17,3244.78,0.2767,0.2833,0.8757,0.3786,1,7007.01,0.0754,51,35,134.0,1,CLT,0.45
0,0,0,0,800.0,0.2954,0.4087,0.9815,0.6174,0,1907.14,0.0966,64,50,178.0,0,Informal,0.45
1,112,0,0,2228.43,0.117,0.0514,0.5434,0.1856,1,2808.4,0.0452,5,61,326.0,0,INSS,0.0446
0,0,1,6,8171.31,0.0779,0.0,0.3192,0.0287,0,8756.31,0.0836,0,42,119.0,0,Servidor,0.0206
0,0,1,138,7354.21,0.0954,0.0454,0.2384,0.0634,0,16679.48,0.0644,2,42,215.0,0,Servidor,0.0175
0,0,1,84,4740.45,0.2139,0.0838,0.4361,0.1742,0,5732.18,0.0492,15,45,134.0,0,CLT,0.109
0,0,0,0,4056.86,0.2549,0.1139,0.5087,0.2041,2,318.7,0.0052,17,57,362.0,0,CLT,0.2373
0,0,1,34,3988.11,0.1801,0.0422,0.2292,0.1983,0,1610.84,0.0787,12,40,223.0,0,CLT,0.0836
0,0,1,12,3397.66,0.186,0.1844,0.3263,0.2519,2,0.0,0.0,35,26,68.0,0,CLT,0.3014
0,0,0,0,5071.96,0.4318,0.2551,0.5545,0.4628,1,12256.34,0.1332,43,56,118.0,1,Informal,0.45
0,0,0,0,2752.09,0.4529,0.2774,0.7935,0.356,0,834.08,0.0108,43,56,341.0,0,Informal,0.45
0,0,1,49,5713.01,0.1404,0.0,0.3274,0.1028,0,0.0,0.0,5,32,39.0,0,CLT,0.0641
0,0,1,77,4959.09,0.1543,0.07,0.3496,0.1042,0,13827.93,0.1155,13,39,204.0,0,CLT,0.0917
1,93,0,0,2313.31,0.0666,0.0453,0.1169,0.0351,1,4764.86,0.0977,5,80,416.0,0,INSS,0.0218
0,0,1,113,11718.88,0.0589,0.0143,0.0078,0.0,0,27524.91,0.1139,0,22,30.0,0,Servidor,0.0141
0,0,1,35,9754.92,0.0269,0.0376,0.1696,0.0,0,33497.76,0.1011,6,45,261.0,0,Servidor,0.019
0,0,0,0,6927.68,0.3295,0.1497,0.3662,0.1986,1,13315.09,0.0851,36,57,392.0,0,CLT,0.2538
0,0,1,134,10266.61,0.1151,0.1174,0.4133,0.0644,0,19274.4,0.0721,12,64,232.0,0,Servidor,0.0216
0,0,1,115,4272.75,0.0502,0.1036,0.4299,0.0639,0,5108.3,0.0884,13,24,63.0,0,CLT,0.0892
0,0,0,0,3688.41,0.1235,0.033,0.2922,0.2388,0,5509.51,0.2726,13,48,294.0,0,Informal,0.2297
1,209,0,0,2306.16,0.143,0.0,0.1628,0.0619,0,2740.25,0.0318,4,67,480.0,0,INSS,0.0132
0,0,1,117,8696.71,0.1121,0.0354,0.3573,0.0628,0,28005.29,0.0697,1,64,140.0,0,Servidor,0.0218
1,88,0,0,2822.04,0.0781,0.0876,0.344,0.0603,0,0.0,0.0,19,80,426.0,0,INSS,0.0242
0,0,1,88,6213.66,0.2747,0.2897,0.6842,0.2862,0,3217.66,0.0159,49,25,68.0,1,CLT,0.3233
1,146,0,0,2379.83,0.1159,0.0301,0.2814,0.0256,0,7401.93,0.2195,11,62,445.0,0,INSS,0.0242
0,0,0,0,3688.73,0.2483,0.1747,0.5166,0.2708,1,6335.51,0.0945,26,45,287.0,0,Informal,0.45
0,0,0,0,2579.56,0.3837,0.1732,0.7453,0.4355,1,4007.22,0.1348,31,32,94.0,1,Informal,0.45
0,0,0,0,3876.97,0.0729,0.1427,0.2489,0.1996,1,7062.43,0.0556,17,43,86.0,0,Informal,0.3204
0,0,1,34,4294.97,0.2569,0.1139,0.3245,0.2185,1,3.65,0.0,15,44,279.0,0,CLT,0.1284
1,218,0,0,3285.6,0.0837,0.0459,0.3142,0.1208,0,3140.64,0.0426,7,71,169.0,0,INSS,0.0222
0,0,1,52,5281.56,0.1599,0.0826,0.2416,0.0983,1,8035.09,0.1258,17,53,376.0,0,CLT,0.0863
1,180,0,0,1880.25,0.0494,0.009,0.2601,0.0754,0,97.92,0.0036,12,78,234.0,0,INSS,0.0191
0,0,0,0,3075.31,0.1284,0.4785,0.5566,0.373,2,1499.3,0.0209,70,45,104.0,1,Informal,0.45
0,0,0,0,1839.97,0.384,0.44,0.8205,0.383,0,1552.88,0.0307,67,61,416.0,1,Informal,0.45
1,101,0,0,2731.82,0.1324,0.0507,0.2975,0.0577,0,2445.86,0.0476,5,83,480.0,0,INSS,0.0187
1,161,0,0,2777.4,0.0536,0.0897,0.2823,0.1508,1,0.0,0.0,13,84,214.0,0,INSS,0.0313
0,0,0,0,2502.59,0.1243,0.1794,0.3561,0.1533,0,13020.91,0.2117,21,54,143.0,1,Informal,0.3765
0,0,0,0,3154.85,0.738,0.3271,0.7168,0.5118,0,7568.82,0.1233,68,24,15.0,0,Informal,0.45
0,0,0,0,1890.13,0.4453,0.265,0.6775,0.342,0,2587.48,0.0577,42,29,103.0,0,Informal,0.45
0,0,0,0,3377.2,0.3278,0.226,0.6364,0.2673,1,0.0,0.0,36,54,271.0,0,Informal,0.45
0,0,1,105,7459.46,0.0886,0.0001,0.407,0.0908,0,17095.9,0.0881,3,43,73.0,1,Servidor,0.0251
0,0,1,74,4146.25,0.3246,0.1809,0.5757,0.3018,2,6959.66,0.0821,32,31,99.0,0,CLT,0.3839
1,156,0,0,2347.72,0.0996,0.0785,0.2826,0.1309,0,4494.64,0.1421,15,69,325.0,0,INSS,0.0305
1,180,0,0,3764.67,0.0993,0.124,0.2844,0.1182,0,1419.81,0.0096,6,73,176.0,0,INSS,0.0247
0,0,1,26,2675.76,0.1776,0.0,0.6249,0.106,1,1540.78,0.0603,0,21,8.0,1,CLT,0.1544
0,0,1,34,4216.31,0.0608,0.2367,0.4922,0.2224,1,11889.32,0.1326,33,30,54.0,1,CLT,0.2874
1,109,0,0,1217.43,0.1302,0.0,0.005,0.0399,0,4540.59,0.1549,0,82,342.0,0,INSS,0.0173
0,0,0,0,3857.04,0.3237,0.2118,0.4,0.203,1,8954.99,0.2066,22,52,252.0,0,CLT,0.3424
0,0,0,0,4613.89,0.3128,0.2158,0.4523,0.1302,0,3139.33,0.0509,34,43,250.0,0,Informal,0.3985
1,201,0,0,2502.37,0.1203,0.1207,0.2571,0.0452,0,5983.6,0.2731,15,76,365.0,0,INSS,0.0295
0,0,1,1,3231.38,0.1653,0.0,0.2947,0.0,0,10255.49,0.2441,0,23,35.0,0,CLT,0.1065
0,0,1,66,3715.69,0.1408,0.1734,0.3838,0.2626,1,9775.17,0.1877,28,33,110.0,0,CLT,0.2409
0,0,1,82,6128.41,0.1249,0.1895,0.6056,0.4272,0,5269.86,0.0406,32,33,120.0,0,CLT,0.2006
0,0,1,35,4247.44,0.2414,0.0951,0.403,0.3092,0,14837.09,0.5228,17,25,69.0,0,CLT,0.2683
0,0,1,70,4082.43,0.2916,0.3973,0.6434,0.4849,0,1468.95,0.0145,71,23,36.0,0,CLT,0.45
1,294,0,0,1371.64,0.1017,0.1518,0.3477,0.2083,2,4642.74,0.0867,21,81,334.0,0,INSS,0.0537
1,233,0,0,2326.15,0.1927,0.1028,0.4069,0.2503,1,960.21,0.0396,11,71,262.0,0,INSS,0.0452
1,50,0,0,2299.79,0.0761,0.0091,0.2949,0.1013,0,1145.82,0.017,5,73,200.0,0,INSS,0.0259
0,0,0,0,5097.16,0.1823,0.3152,0.6113,0.2287,0,18913.46,0.3338,47,32,84.0,1,CLT,0.45
0,0,0,0,3275.29,0.1988,0.0807,0.6029,0.2793,0,6876.15,0.0694,19,41,146.0,0,CLT,0.2529
1,129,0,0,1349.54,0.1219,0.0733,0.2767,0.0009,0,3500.97,0.3458,5,73,360.0,1,INSS,0.0296
1,163,0,0,3266.33,0.0,0.0,0.2026,0.0,0,1801.78,0.0141,2,71,480.0,0,INSS,0.0096
0,0,0,0,4035.37,0.3595,0.2675,0.6261,0.3938,1,9158.5,0.0931,45,44,249.0,0,Informal,0.45
1,249,0,0,3550.43,0.0813,0.1366,0.4462,0.1564,0,0.0,0.0,31,75,456.0,0,INSS,0.0266
0,0,0,0,1159.07,0.38,0.5103,0.7732,0.5258,1,0.0,0.0,77,29,117.0,0,Informal,0.45
0,0,1,41,3185.91,0.3196,0.1138,0.38,0.2761,0,6967.78,0.0683,25,31,103.0,0,CLT,0.2144
0,0,0,0,2948.15,0.3877,0.382,0.6843,0.4606,0,8661.19,0.1322,57,22,10.0,1,Informal,0.45
1,216,0,0,2048.34,0.0455,0.0293,0.136,0.039,0,2248.08,0.047,0,63,236.0,0,INSS,0.0148
0,0,1,136,10834.08,0.1035,0.0109,0.2225,0.0244,0,22032.23,0.2774,7,27,74.0,0,Servidor,0.021
0,0,1,80,5965.59,0.2385,0.32,0.7411,0.4304,1,15933.67,0.0924,57,22,32.0,1,CLT,0.45
0,0,1,133,4502.77,0.0567,0.0664,0.0782,0.0,0,10428.7,0.0603,1,26,86.0,0,Servidor,0.0195
1,129,0,0,1700.09,0.1042,0.0405,0.2751,0.0385,0,2110.37,0.0403,2,59,286.0,0,INSS,0.0225
0,0,0,0,3823.18,0.1841,0.2474,0.5375,0.4065,1,10984.52,0.2097,48,29,58.0,1,Informal,0.45
0,0,0,0,3871.42,0.09,0.3668,0.6339,0.4458,3,10700.71,0.0926,63,60,130.0,0,Informal,0.45
0,0,1,52,2044.68,0.2194,0.1014,0.3216,0.3224,1,4786.03,0.1026,22,45,101.0,0,CLT,0.2182
1,165,0,0,3527.36,0.1284,0.1028,0.2426,0.0189,0,4406.72,0.1131,21,83,480.0,0,INSS,0.0216
1,161,0,0,1976.4,0.1258,0.1375,0.4389,0.0379,0,4054.56,0.1935,14,81,480.0,0,INSS,0.0312
0,0,0,0,800.0,0.3493,0.2668,0.6508,0.4373,1,599.61,0.035,42,44,179.0,0,Informal,0.45
1,143,0,0,2542.62,0.1454,0.0887,0.199,0.0527,0,5803.1,0.1296,5,60,418.0,0,INSS,0.0233
1,174,0,0,2756.19,0.0345,0.0573,0.375,0.0411,0,10355.9,0.1433,11,71,312.0,0,INSS,0.0253
1,97,0,0,1899.73,0.0724,0.0323,0.258,0.0,0,511.19,0.0137,5,67,407.0,0,INSS,0.0175
1,144,0,0,2511.26,0.0815,0.1673,0.2503,0.0779,1,2352.29,0.0495,17,67,263.0,0,INSS,0.0418
1,266,0,0,2566.53,0.0635,0.0227,0.1916,0.0313,0,4242.82,0.1097,0,84,371.0,0,INSS,0.0117
0,0,1,117,4541.54,0.1513,0.0543,0.459,0.1168,0,15527.74,0.1043,7,29,64.0,0,Servidor,0.0454
1,112,0,0,2340.74,0.0295,0.0424,0.3082,0.0,0,8722.47,0.1938,2,70,287.0,1,INSS,0.0236
0,0,1,111,3611.61,0.1256,0.2887,0.4383,0.4021,0,4002.09,0.0562,46,34,164.0,0,CLT,0.253
0,0,0,0,4727.24,0.1908,0.2338,0.2526,0.2521,0,3321.28,0.0259,41,33,70.0,0,CLT,0.2906
0,0,1,7,4088.24,0.1905,0.002,0.2442,0.0774,0,6800.05,0.2341,0,58,330.0,1,CLT,0.0639
0,0,1,11,1500.0,0.1836,0.1898,0.3592,0.1793,0,375.45,0.0151,21,41,170.0,0,CLT,0.1679
0,0,1,15,7870.64,0.0,0.1065,0.5621,0.1283,0,16255.47,0.0821,10,55,186.0,0,Servidor,0.0358
0,0,1,44,3923.84,0.3371,0.0,0.4223,0.177,1,1108.73,0.0136,0,51,92.0,0,CLT,0.1219
0,0,1,12,5053.61,0.2859,0.2508,0.5209,0.3174,0,4228.76,0.0392,40,41,109.0,0,CLT,0.299
0,0,1,30,4838.91,0.3195,0.2327,0.4867,0.4304,1,11986.89,0.2288,42,59,201.0,0,CLT,0.4042
1,172,0,0,3334.34,0.0754,0.0466,0.0325,0.087,0,5333.69,0.107,1,76,248.0,0,INSS,0.0159
0,0,1,1,4588.0,0.266,0.2268,0.5751,0.4166,1,0.0,0.0,38,52,330.0,0,CLT,0.2896
0,0,1,110,7936.84,0.0997,0.059,0.2379,0.0558,0,11760.68,0.0635,10,64,480.0,0,Servidor,0.0129
0,0,1,62,3054.16,0.2222,0.0,0.2849,0.0,0,5373.75,0.0728,2,46,195.0,0,CLT,0.0651
0,0,1,10,1500.0,0.0585,0.2034,0.3816,0.1873,0,1164.28,0.0442,33,38,79.0,0,CLT,0.1978
1,134,0,0,2246.96,0.1176,0.1382,0.4279,0.0482,0,4654.47,0.0701,16,73,480.0,0,INSS,0.0306
0,0,1,105,5724.38,0.0642,0.1027,0.2965,0.139,0,0.0,0.0,15,22,13.0,0,Servidor,0.0324
1,231,0,0,2215.18,0.0324,0.1068,0.4445,0.1146,0,3875.74,0.1022,17,59,265.0,0,INSS,0.0319
0,0,1,10,4725.79,0.2763,0.0986,0.543,0.3551,0,4558.69,0.1835,19,27,82.0,0,CLT,0.2341
1,194,0,0,1881.84,0.146,0.0029,0.2985,0.0,0,8113.56,0.2548,5,72,427.0,0,INSS,0.021
0,0,1,13,3656.38,0.1173,0.2837,0.5938,0.3493,1,7054.18,0.08,51,57,345.0,1,CLT,0.3335
0,0,1,102,4909.84,0.0953,0.3067,0.429,0.2967,0,8651.17,0.0811,55,56,167.0,0,CLT,0.238
1,153,0,0,2767.96,0.0543,0.0112,0.3897,0.1354,0,1870.08,0.0366,2,58,283.0,0,INSS,0.0213
0,0,0,0,4735.54,0.0108,0.0,0.1376,0.0,0,8010.1,0.0674,9,24,28.0,0,CLT,0.0875
0,0,0,0,3188.23,0.5638,0.3043,0.6529,0.3542,1,699.78,0.0111,43,53,143.0,1,Informal,0.45
0,0,0,0,2482.58,0.3181,0.3422,0.5188,0.1933,1,5564.45,0.1151,56,30,33.0,1,Informal,0.45
0,0,1,61,5611.63,0.1201,0.1645,0.4092,0.1208,0,10628.34,0.0822,21,33,116.0,0,CLT,0.1284
0,0,0,0,6493.7,0.1087,0.1041,0.2832,0.0536,2,16989.75,0.3202,10,41,90.0,0,CLT,0.2354
0,0,1,45,6651.12,0.2303,0.1282,0.354,0.1188,0,0.0,0.0,16,49,231.0,0,CLT,0.0814
1,116,0,0,3025.59,0.0513,0.0,0.3239,0.0525,1,14375.03,0.2011,2,79,439.0,0,INSS,0.0255
0,0,1,19,1543.7,0.1713,0.0552,0.545,0.1032,0,1224.7,0.0338,11,50,88.0,0,CLT,0.1311
0,0,1,22,7129.77,0.1943,0.1473,0.4113,0.2278,0,6105.92,0.0371,28,49,110.0,1,CLT,0.1422
0,0,1,101,2645.58,0.3738,0.334,0.6545,0.3741,2,4999.06,0.0739,53,45,163.0,1,CLT,0.45
0,0,1,71,5079.05,0.0968,0.1134,0.3082,0.1943,1,4762.38,0.0294,19,42,166.0,0,Servidor,0.0489
0,0,1,22,6194.18,0.1851,0.2803,0.4339,0.2806,0,11291.18,0.0803,36,21,17.0,0,CLT,0.2854
0,0,1,61,5792.18,0.1957,0.1173,0.465,0.1619,0,15422.61,0.1455,30,21,30.0,0,CLT,0.1987
1,225,0,0,3129.59,0.1578,0.1535,0.4452,0.1422,1,7513.06,0.121,22,84,419.0,0,INSS,0.0459
0,0,1,1,9491.69,0.2545,0.4186,0.6916,0.4822,0,6744.05,0.024,67,39,184.0,1,CLT,0.45
0,0,1,28,5528.1,0.205,0.1425,0.513,0.189,0,7724.28,0.2137,23,55,217.0,0,CLT,0.1588
1,226,0,0,2291.91,0.1509,0.1283,0.359,0.2832,0,5960.66,0.0757,16,82,316.0,0,INSS,0.038
1,58,0,0,2816.03,0.1235,0.0,0.2069,0.0114,0,10.53,0.0004,0,83,480.0,0,INSS,0.0135
1,84,0,0,2417.33,0.0588,0.0185,0.1867,0.0654,0,6494.74,0.0847,5,60,244.0,0,INSS,0.0238
0,0,0,0,5003.88,0.4218,0.29,0.7007,0.3687,0,11502.34,0.0623,47,56,168.0,1,Informal,0.45
